,text,label
2700,insane much masks medicines costs covid pharmacy companies disgusting rising prices,Extremely Negative
2701,forgot stock toilet paper becoming also forgot stock nothing worry,Positive
2702,im going start entering code see kind discounts get online shopping,Neutral
2703,everyone really needs stop buying everything grocery ridiculous making sickness much worse freaking,Extremely Negative
2704,anybody never shopping black friday always curious like need visit local grocery store walmart today full pretty much,Extremely Positive
2705,workers forced debt work report,Extremely Negative
2706,put food supplies back grocery oh stock oil airlines resorts first priority right,Neutral
2707,time suspect infect kill less sure already taken toll stock food,Extremely Negative
2708,guess least cat food litter box substrate still,Neutral
2709,schools shut couple food stock clean ammo oil get ready zombies protect personal,Extremely Positive
2710,shoppers stockpiling food fears,Negative
2711,strange movies books told us end comes need stock water ammo everyone runs grabs toilet,Negative
2712,day number minutes sorry grocery store empty corona day keeps virus,Negative
2713,ok small group time day earliest time,Positive
2714,apple closing retail stores outside greater china march including apple store fashion,Positive
2715,royal closes boutiques ottawa long retail stores follow taken line guidance government canada reducing risk transmitting,Negative
2716,seen crisis often bring best ppl like encourage everyone carry donating check local food bank see items everyone already donated thank,Extremely Positive
2717,stock prices increase declaring actions helped boost market confidence devastating week,Positive
2718,keep away crowds people heard go shops stock pile cupboards production line food struggling keep common sense,Negative
2719,group people gain panic caused people need win election people control food,Extremely Positive
2720,pick hammer nail coffin surviving grocery store,Positive
2721,athlete go boxing club fights diet fucked cause get hands decent food everyone panic buying put lockdown run metre,Extremely Negative
2722,empty supermarket shelf pics show hoarding symptom supply chains shut things restocked like,Negative
2723,see ad toilet paper related items outrageous prices facebook social media site flag report sell nobody see,Negative
2724,social distancing boost online expert says,Positive
2725,got toilet paper try get corona virus,Neutral
2726,march fears take hold went grocery shopping hour store opened already looked picked little meat onions potatoes toilet paper almost bread gone,Extremely Negative
2727,reality made customer service workers remarkably like first cashiers airline counter hotel restaurant retail store bank list goes,Positive
2728,incredible things five boroughs nothing work tirelessly year long help serve food insecure thousands rely month fresh produce expect demand increa,Extremely Positive
2729,shoutout old women grocery store today middle doomsday buying bottles,Negative
2730,went supermarket morning regular weekly done people,Neutral
2731,secret documents reveal could intel personnel stock month food via,Neutral
2733,thing scares people panic start hoarding limiting others people losing cant afford pay start behaving like,Extremely Negative
2734,prices going see,Negative
2735,shake hand someone coughing hand sanitizers stock,Extremely Positive
2736,retail store closed march online store open free delivery service office service department hours remain stay healthy,Extremely Positive
2737,wanted remind everyone forget stock pet food probably want go store possibly hurt buy new,Extremely Negative
